id,name,generation,height,weight,base_experience,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,total_stats,height_m,weight_kg,type_combination
822,corvisquire,Gen 8,8,160,128,68,67,55,43,55,77,flying,,365,0.8,16.0,flying
823,corviknight,Gen 8,22,750,248,98,87,105,53,85,67,flying,steel,495,2.2,75.0,flying / steel
824,blipbug,Gen 8,4,80,36,25,20,20,25,45,45,bug,,180,0.4,8.0,bug
825,dottler,Gen 8,4,195,117,50,35,80,50,90,30,bug,psychic,335,0.4,19.5,bug / psychic
826,orbeetle,Gen 8,4,408,253,60,45,110,80,120,90,bug,psychic,505,0.4,40.8,bug / psychic
827,nickit,Gen 8,6,89,49,40,28,28,47,52,50,dark,,245,0.6,8.9,dark
828,thievul,Gen 8,12,199,159,70,58,58,87,92,90,dark,,455,1.2,19.9,dark
829,gossifleur,Gen 8,4,22,50,40,40,60,40,60,10,grass,,250,0.4,2.2,grass
830,eldegoss,Gen 8,5,25,161,60,50,90,80,120,60,grass,,460,0.5,2.5,grass
831,wooloo,Gen 8,6,60,122,42,40,55,40,45,48,normal,,270,0.6,6.0,normal
832,dubwool,Gen 8,13,430,172,72,80,100,60,90,88,normal,,490,1.3,43.0,normal
833,chewtle,Gen 8,3,85,57,50,64,50,38,38,44,water,,284,0.3,8.5,water
834,drednaw,Gen 8,10,1155,170,90,115,90,48,68,74,water,rock,485,1.0,115.5,water / rock
835,yamper,Gen 8,3,135,54,59,45,50,40,50,26,electric,,270,0.3,13.5,electric
836,boltund,Gen 8,10,340,172,69,90,60,90,60,121,electric,,490,1.0,34.0,electric
837,rolycoly,Gen 8,3,120,48,30,40,50,40,50,30,rock,,240,0.3,12.0,rock
838,carkol,Gen 8,11,780,144,80,60,90,60,70,50,rock,fire,410,1.1,78.0,rock / fire
839,coalossal,Gen 8,28,3105,255,110,80,120,80,90,30,rock,fire,510,2.8,310.5,rock / fire
840,applin,Gen 8,2,5,52,40,40,80,40,40,20,grass,dragon,260,0.2,0.5,grass / dragon
841,flapple,Gen 8,3,10,170,70,110,80,95,60,70,grass,dragon,485,0.3,1.0,grass / dragon
842,appletun,Gen 8,4,130,170,110,85,80,100,80,30,grass,dragon,485,0.4,13.0,grass / dragon
843,silicobra,Gen 8,22,76,63,52,57,75,35,50,46,ground,,315,2.2,7.6,ground
844,sandaconda,Gen 8,38,655,179,72,107,125,65,70,71,ground,,510,3.8,65.5,ground
845,cramorant,Gen 8,8,180,166,70,85,55,85,95,85,flying,water,475,0.8,18.0,flying / water
846,arrokuda,Gen 8,5,10,56,41,63,40,40,30,66,water,,280,0.5,1.0,water
847,barraskewda,Gen 8,13,300,172,61,123,60,60,50,136,water,,490,1.3,30.0,water
848,toxel,Gen 8,4,110,48,40,38,35,54,35,40,electric,poison,242,0.4,11.0,electric / poison
849,toxtricity-amped,Gen 8,16,400,176,75,98,70,114,70,75,electric,poison,502,1.6,40.0,electric / poison
850,sizzlipede,Gen 8,7,10,61,50,65,45,50,50,45,fire,bug,305,0.7,1.0,fire / bug
851,centiskorch,Gen 8,30,1200,184,100,115,65,90,90,65,fire,bug,525,3.0,120.0,fire / bug
852,clobbopus,Gen 8,6,40,62,50,68,60,50,50,32,fighting,,310,0.6,4.0,fighting
853,grapploct,Gen 8,16,390,168,80,118,90,70,80,42,fighting,,480,1.6,39.0,fighting
854,sinistea,Gen 8,1,2,62,40,45,45,74,54,50,ghost,,308,0.1,0.2,ghost
855,polteageist,Gen 8,2,4,178,60,65,65,134,114,70,ghost,,508,0.2,0.4,ghost
856,hatenna,Gen 8,4,34,53,42,30,45,56,53,39,psychic,,265,0.4,3.4,psychic
857,hattrem,Gen 8,6,48,130,57,40,65,86,73,49,psychic,,370,0.6,4.8,psychic
858,hatterene,Gen 8,21,51,255,57,90,95,136,103,29,psychic,fairy,510,2.1,5.1,psychic / fairy
859,impidimp,Gen 8,4,55,53,45,45,30,55,40,50,dark,fairy,265,0.4,5.5,dark / fairy
860,morgrem,Gen 8,8,125,130,65,60,45,75,55,70,dark,fairy,370,0.8,12.5,dark / fairy
861,grimmsnarl,Gen 8,15,610,255,95,120,65,95,75,60,dark,fairy,510,1.5,61.0,dark / fairy
862,obstagoon,Gen 8,16,460,260,93,90,101,60,81,95,dark,normal,520,1.6,46.0,dark / normal
863,perrserker,Gen 8,8,280,154,70,110,100,50,60,50,steel,,440,0.8,28.0,steel
864,cursola,Gen 8,10,4,179,60,95,50,145,130,30,ghost,,510,1.0,0.4,ghost
865,sirfetchd,Gen 8,8,1170,177,62,135,95,68,82,65,fighting,,507,0.8,117.0,fighting
866,mr-rime,Gen 8,15,582,182,80,85,75,110,100,70,ice,psychic,520,1.5,58.2,ice / psychic
867,runerigus,Gen 8,16,666,169,58,95,145,50,105,30,ground,ghost,483,1.6,66.6,ground / ghost
868,milcery,Gen 8,2,3,54,45,40,40,50,61,34,fairy,,270,0.2,0.3,fairy
869,alcremie,Gen 8,3,5,173,65,60,75,110,121,64,fairy,,495,0.3,0.5,fairy
870,falinks,Gen 8,30,620,165,65,100,100,70,60,75,fighting,,470,3.0,62.0,fighting
871,pincurchin,Gen 8,3,10,152,48,101,95,91,85,15,electric,,435,0.3,1.0,electric
872,snom,Gen 8,3,38,37,30,25,35,45,30,20,ice,bug,185,0.3,3.8,ice / bug
873,frosmoth,Gen 8,13,420,166,70,65,60,125,90,65,ice,bug,475,1.3,42.0,ice / bug
874,stonjourner,Gen 8,25,5200,165,100,125,135,20,20,70,rock,,470,2.5,520.0,rock
875,eiscue-ice,Gen 8,14,890,165,75,80,110,65,90,50,ice,,470,1.4,89.0,ice
876,indeedee-male,Gen 8,9,280,166,60,65,55,105,95,95,psychic,normal,475,0.9,28.0,psychic / normal
877,morpeko-full-belly,Gen 8,3,30,153,58,95,58,70,58,97,electric,dark,436,0.3,3.0,electric / dark
878,cufant,Gen 8,12,1000,66,72,80,49,40,49,40,steel,,330,1.2,100.0,steel
879,copperajah,Gen 8,30,6500,175,122,130,69,80,69,30,steel,,500,3.0,650.0,steel
880,dracozolt,Gen 8,18,1900,177,90,100,90,80,70,75,electric,dragon,505,1.8,190.0,electric / dragon
881,arctozolt,Gen 8,23,1500,177,90,100,90,90,80,55,electric,ice,505,2.3,150.0,electric / ice
882,dracovish,Gen 8,23,2150,177,90,90,100,70,80,75,water,dragon,505,2.3,215.0,water / dragon
883,arctovish,Gen 8,20,1750,177,90,90,100,80,90,55,water,ice,505,2.0,175.0,water / ice
884,duraludon,Gen 8,18,400,187,70,95,115,120,50,85,steel,dragon,535,1.8,40.0,steel / dragon
885,dreepy,Gen 8,5,20,54,28,60,30,40,30,82,dragon,ghost,270,0.5,2.0,dragon / ghost
886,drakloak,Gen 8,14,110,144,68,80,50,60,50,102,dragon,ghost,410,1.4,11.0,dragon / ghost
887,dragapult,Gen 8,30,500,300,88,120,75,100,75,142,dragon,ghost,600,3.0,50.0,dragon / ghost
888,zacian,Gen 8,28,1100,335,92,120,115,80,115,138,fairy,,660,2.8,110.0,fairy
889,zamazenta,Gen 8,29,2100,335,92,120,115,80,115,138,fighting,,660,2.9,210.0,fighting
890,eternatus,Gen 8,200,9500,345,140,85,95,145,95,130,poison,dragon,690,20.0,950.0,poison / dragon
891,kubfu,Gen 8,6,120,77,60,90,60,53,50,72,fighting,,385,0.6,12.0,fighting
892,urshifu-single-strike,Gen 8,19,1050,275,100,130,100,63,60,97,fighting,dark,550,1.9,105.0,fighting / dark
893,zarude,Gen 8,18,700,300,105,120,105,70,95,105,dark,grass,600,1.8,70.0,dark / grass
894,regieleki,Gen 8,12,1450,290,80,100,50,100,50,200,electric,,580,1.2,145.0,electric
895,regidrago,Gen 8,21,2000,290,200,100,50,100,50,80,dragon,,580,2.1,200.0,dragon
896,glastrier,Gen 8,22,8000,290,100,145,130,65,110,30,ice,,580,2.2,800.0,ice
897,spectrier,Gen 8,20,445,290,100,65,60,145,80,130,ghost,,580,2.0,44.5,ghost
898,calyrex,Gen 8,11,77,250,100,80,80,80,80,80,psychic,grass,500,1.1,7.7,psychic / grass
899,wyrdeer,Gen 8,18,951,263,103,105,72,105,75,65,normal,psychic,525,1.8,95.1,normal / psychic
900,kleavor,Gen 8,18,890,175,70,135,95,45,70,85,bug,rock,500,1.8,89.0,bug / rock
901,ursaluna,Gen 8,24,2900,275,130,140,105,45,80,50,ground,normal,550,2.4,290.0,ground / normal
902,basculegion-male,Gen 8,30,1100,265,120,112,65,80,75,78,water,ghost,530,3.0,110.0,water / ghost
903,sneasler,Gen 8,13,430,102,80,130,60,40,80,120,fighting,poison,510,1.3,43.0,fighting / poison
904,overqwil,Gen 8,25,605,179,85,115,95,65,65,85,dark,poison,510,2.5,60.5,dark / poison
905,enamorus-incarnate,Gen 8,16,480,116,74,115,70,135,80,106,fairy,flying,580,1.6,48.0,fairy / flying
906,sprigatito,Gen 9,4,41,62,40,61,54,45,45,65,grass,,310,0.4,4.1,grass
907,floragato,Gen 9,9,122,144,61,80,63,60,63,83,grass,,410,0.9,12.2,grass
908,meowscarada,Gen 9,15,312,265,76,110,70,81,70,123,grass,dark,530,1.5,31.2,grass / dark
909,fuecoco,Gen 9,4,98,62,67,45,59,63,40,36,fire,,310,0.4,9.8,fire
910,crocalor,Gen 9,10,307,144,81,55,78,90,58,49,fire,,411,1.0,30.7,fire
911,skeledirge,Gen 9,16,3265,265,104,75,100,110,75,66,fire,ghost,530,1.6,326.5,fire / ghost
912,quaxly,Gen 9,5,61,62,55,65,45,50,45,50,water,,310,0.5,6.1,water
913,quaxwell,Gen 9,12,215,144,70,85,65,65,60,65,water,,410,1.2,21.5,water
914,quaquaval,Gen 9,18,619,265,85,120,80,85,75,85,water,fighting,530,1.8,61.9,water / fighting
915,lechonk,Gen 9,5,102,51,54,45,40,35,45,35,normal,,254,0.5,10.2,normal
916,oinkologne-male,Gen 9,10,1200,171,110,100,75,59,80,65,normal,,489,1.0,120.0,normal
917,tarountula,Gen 9,3,40,42,35,41,45,29,40,20,bug,,210,0.3,4.0,bug
918,spidops,Gen 9,10,165,141,60,79,92,52,86,35,bug,,404,1.0,16.5,bug
919,nymble,Gen 9,2,10,42,33,46,40,21,25,45,bug,,210,0.2,1.0,bug
920,lokix,Gen 9,10,175,158,71,102,78,52,55,92,bug,dark,450,1.0,17.5,bug / dark
921,pawmi,Gen 9,3,25,48,45,50,20,40,25,60,electric,,240,0.3,2.5,electric
922,pawmo,Gen 9,4,65,123,60,75,40,50,40,85,electric,fighting,350,0.4,6.5,electric / fighting
923,pawmot,Gen 9,9,410,245,70,115,70,70,60,105,electric,fighting,490,0.9,41.0,electric / fighting
924,tandemaus,Gen 9,3,18,61,50,50,45,40,45,75,normal,,305,0.3,1.8,normal
925,maushold-family-of-four,Gen 9,3,28,165,74,75,70,65,75,111,normal,,470,0.3,2.8,normal
926,fidough,Gen 9,3,109,62,37,55,70,30,55,65,fairy,,312,0.3,10.9,fairy
927,dachsbun,Gen 9,5,149,167,57,80,115,50,80,95,fairy,,477,0.5,14.9,fairy
928,smoliv,Gen 9,3,65,52,41,35,45,58,51,30,grass,normal,260,0.3,6.5,grass / normal
929,dolliv,Gen 9,6,119,124,52,53,60,78,78,33,grass,normal,354,0.6,11.9,grass / normal
930,arboliva,Gen 9,14,482,255,78,69,90,125,109,39,grass,normal,510,1.4,48.2,grass / normal
931,squawkabilly-green-plumage,Gen 9,6,24,146,82,96,51,45,51,92,normal,flying,417,0.6,2.4,normal / flying
932,nacli,Gen 9,4,160,56,55,55,75,35,35,25,rock,,280,0.4,16.0,rock
933,naclstack,Gen 9,6,1050,124,60,60,100,35,65,35,rock,,355,0.6,105.0,rock
934,garganacl,Gen 9,23,2400,250,100,100,130,45,90,35,rock,,500,2.3,240.0,rock
935,charcadet,Gen 9,6,105,51,40,50,40,50,40,35,fire,,255,0.6,10.5,fire
936,armarouge,Gen 9,15,850,263,85,60,100,125,80,75,fire,psychic,525,1.5,85.0,fire / psychic
937,ceruledge,Gen 9,16,620,263,75,125,80,60,100,85,fire,ghost,525,1.6,62.0,fire / ghost
938,tadbulb,Gen 9,3,4,54,61,31,41,59,35,45,electric,,272,0.3,0.4,electric
939,bellibolt,Gen 9,12,1130,173,109,64,91,103,83,45,electric,,495,1.2,113.0,electric
940,wattrel,Gen 9,4,36,56,40,40,35,55,40,70,electric,flying,280,0.4,3.6,electric / flying
941,kilowattrel,Gen 9,14,386,172,70,70,60,105,60,125,electric,flying,490,1.4,38.6,electric / flying
942,maschiff,Gen 9,5,160,68,60,78,60,40,51,51,dark,,340,0.5,16.0,dark
943,mabosstiff,Gen 9,11,610,177,80,120,90,60,70,85,dark,,505,1.1,61.0,dark
944,shroodle,Gen 9,2,7,58,40,65,35,40,35,75,poison,normal,290,0.2,0.7,poison / normal
945,grafaiai,Gen 9,7,272,170,63,95,65,80,72,110,poison,normal,485,0.7,27.2,poison / normal
946,bramblin,Gen 9,6,6,55,40,65,30,45,35,60,grass,ghost,275,0.6,0.6,grass / ghost
947,brambleghast,Gen 9,12,60,168,55,115,70,80,70,90,grass,ghost,480,1.2,6.0,grass / ghost
948,toedscool,Gen 9,9,330,67,40,40,35,50,100,70,ground,grass,335,0.9,33.0,ground / grass
949,toedscruel,Gen 9,19,580,180,80,70,65,80,120,100,ground,grass,515,1.9,58.0,ground / grass
950,klawf,Gen 9,13,790,158,70,100,115,35,55,75,rock,,450,1.3,79.0,rock
951,capsakid,Gen 9,3,30,61,50,62,40,62,40,50,grass,,304,0.3,3.0,grass
952,scovillain,Gen 9,9,150,170,65,108,65,108,65,75,grass,fire,486,0.9,15.0,grass / fire
953,rellor,Gen 9,2,10,54,41,50,60,31,58,30,bug,,270,0.2,1.0,bug
954,rabsca,Gen 9,3,35,165,75,50,85,115,100,45,bug,psychic,470,0.3,3.5,bug / psychic
955,flittle,Gen 9,2,15,51,30,35,30,55,30,75,psychic,,255,0.2,1.5,psychic
956,espathra,Gen 9,19,900,168,95,60,60,101,60,105,psychic,,481,1.9,90.0,psychic
957,tinkatink,Gen 9,4,89,59,50,45,45,35,64,58,fairy,steel,297,0.4,8.9,fairy / steel
958,tinkatuff,Gen 9,7,591,133,65,55,55,45,82,78,fairy,steel,380,0.7,59.1,fairy / steel
959,tinkaton,Gen 9,7,1128,253,85,75,77,70,105,94,fairy,steel,506,0.7,112.8,fairy / steel
960,wiglett,Gen 9,12,18,49,10,55,25,35,25,95,water,,245,1.2,1.8,water
961,wugtrio,Gen 9,12,54,149,35,100,50,50,70,120,water,,425,1.2,5.4,water
962,bombirdier,Gen 9,15,429,243,70,103,85,60,85,82,flying,dark,485,1.5,42.9,flying / dark
963,finizen,Gen 9,13,602,63,70,45,40,45,40,75,water,,315,1.3,60.2,water
964,palafin-zero,Gen 9,13,602,160,100,70,72,53,62,100,water,,457,1.3,60.2,water
965,varoom,Gen 9,10,350,60,45,70,63,30,45,47,steel,poison,300,1.0,35.0,steel / poison
966,revavroom,Gen 9,18,1200,175,80,119,90,54,67,90,steel,poison,500,1.8,120.0,steel / poison
967,cyclizar,Gen 9,16,630,175,70,95,65,85,65,121,dragon,normal,501,1.6,63.0,dragon / normal
968,orthworm,Gen 9,25,3100,240,70,85,145,60,55,65,steel,,480,2.5,310.0,steel
969,glimmet,Gen 9,7,80,70,48,35,42,105,60,60,rock,poison,350,0.7,8.0,rock / poison
970,glimmora,Gen 9,15,450,184,83,55,90,130,81,86,rock,poison,525,1.5,45.0,rock / poison
971,greavard,Gen 9,6,350,58,50,61,60,30,55,34,ghost,,290,0.6,35.0,ghost
972,houndstone,Gen 9,20,150,171,72,101,100,50,97,68,ghost,,488,2.0,15.0,ghost
973,flamigo,Gen 9,16,370,175,82,115,74,75,64,90,flying,fighting,500,1.6,37.0,flying / fighting
974,cetoddle,Gen 9,12,450,67,108,68,45,30,40,43,ice,,334,1.2,45.0,ice
975,cetitan,Gen 9,45,7000,182,170,113,65,45,55,73,ice,,521,4.5,700.0,ice
976,veluza,Gen 9,25,900,167,90,102,73,78,65,70,water,psychic,478,2.5,90.0,water / psychic
977,dondozo,Gen 9,120,2200,265,150,100,115,65,65,35,water,,530,12.0,220.0,water
978,tatsugiri-curly,Gen 9,3,80,166,68,50,60,120,95,82,dragon,water,475,0.3,8.0,dragon / water
979,annihilape,Gen 9,12,560,268,110,115,80,50,90,90,fighting,ghost,535,1.2,56.0,fighting / ghost
980,clodsire,Gen 9,18,2230,151,130,75,60,45,100,20,poison,ground,430,1.8,223.0,poison / ground
981,farigiraf,Gen 9,32,1600,260,120,90,70,110,70,60,normal,psychic,520,3.2,160.0,normal / psychic
982,dudunsparce-two-segment,Gen 9,36,392,182,125,100,80,85,75,55,normal,,520,3.6,39.2,normal
983,kingambit,Gen 9,20,1200,275,100,135,120,60,85,50,dark,steel,550,2.0,120.0,dark / steel
984,great-tusk,Gen 9,22,3200,285,115,131,131,53,53,87,ground,fighting,570,2.2,320.0,ground / fighting
985,scream-tail,Gen 9,12,80,285,115,65,99,65,115,111,fairy,psychic,570,1.2,8.0,fairy / psychic
986,brute-bonnet,Gen 9,12,210,285,111,127,99,79,99,55,grass,dark,570,1.2,21.0,grass / dark
987,flutter-mane,Gen 9,14,40,285,55,55,55,135,135,135,ghost,fairy,570,1.4,4.0,ghost / fairy
988,slither-wing,Gen 9,32,920,285,85,135,79,85,105,81,bug,fighting,570,3.2,92.0,bug / fighting
989,sandy-shocks,Gen 9,23,600,285,85,81,97,121,85,101,electric,ground,570,2.3,60.0,electric / ground
990,iron-treads,Gen 9,9,2400,285,90,112,120,72,70,106,ground,steel,570,0.9,240.0,ground / steel
991,iron-bundle,Gen 9,6,110,285,56,80,114,124,60,136,ice,water,570,0.6,11.0,ice / water
992,iron-hands,Gen 9,18,3807,285,154,140,108,50,68,50,fighting,electric,570,1.8,380.7,fighting / electric
993,iron-jugulis,Gen 9,13,1110,285,94,80,86,122,80,108,dark,flying,570,1.3,111.0,dark / flying
994,iron-moth,Gen 9,12,360,285,80,70,60,140,110,110,fire,poison,570,1.2,36.0,fire / poison
995,iron-thorns,Gen 9,16,3030,285,100,134,110,70,84,72,rock,electric,570,1.6,303.0,rock / electric
996,frigibax,Gen 9,5,170,64,65,75,45,35,45,55,dragon,ice,320,0.5,17.0,dragon / ice
997,arctibax,Gen 9,8,300,148,90,95,66,45,65,62,dragon,ice,423,0.8,30.0,dragon / ice
998,baxcalibur,Gen 9,21,2100,300,115,145,92,75,86,87,dragon,ice,600,2.1,210.0,dragon / ice
999,gimmighoul,Gen 9,3,50,60,45,30,70,75,70,10,ghost,,300,0.3,5.0,ghost
1000,gholdengo,Gen 9,12,300,275,87,60,95,133,91,84,steel,ghost,550,1.2,30.0,steel / ghost
1001,wo-chien,Gen 9,15,742,285,85,85,100,95,135,70,dark,grass,570,1.5,74.2,dark / grass
1002,chien-pao,Gen 9,19,1522,285,80,120,80,90,65,135,dark,ice,570,1.9,152.2,dark / ice
1003,ting-lu,Gen 9,27,6997,285,155,110,125,55,80,45,dark,ground,570,2.7,699.7,dark / ground
1004,chi-yu,Gen 9,4,49,285,55,80,80,135,120,100,dark,fire,570,0.4,4.9,dark / fire
1005,roaring-moon,Gen 9,20,3800,295,105,139,71,55,101,119,dragon,dark,590,2.0,380.0,dragon / dark
1006,iron-valiant,Gen 9,14,350,295,74,130,90,120,60,116,fairy,fighting,590,1.4,35.0,fairy / fighting
1007,koraidon,Gen 9,25,3030,335,100,135,115,85,100,135,fighting,dragon,670,2.5,303.0,fighting / dragon
1008,miraidon,Gen 9,35,2400,335,100,85,100,135,115,135,electric,dragon,670,3.5,240.0,electric / dragon
1009,walking-wake,Gen 9,35,2800,295,99,83,91,125,83,109,water,dragon,590,3.5,280.0,water / dragon
1010,iron-leaves,Gen 9,15,1250,295,90,130,88,70,108,104,grass,psychic,590,1.5,125.0,grass / psychic
1011,dipplin,Gen 9,4,97,170,80,80,110,95,80,40,grass,dragon,485,0.4,9.7,grass / dragon
1012,poltchageist,Gen 9,1,11,62,40,45,45,74,54,50,grass,ghost,308,0.1,1.1,grass / ghost
1013,sinistcha,Gen 9,2,22,178,71,60,106,121,80,70,grass,ghost,508,0.2,2.2,grass / ghost
1014,okidogi,Gen 9,18,922,278,88,128,115,58,86,80,poison,fighting,555,1.8,92.2,poison / fighting
1015,munkidori,Gen 9,10,122,278,88,75,66,130,90,106,poison,psychic,555,1.0,12.2,poison / psychic
1016,fezandipiti,Gen 9,14,301,278,88,91,82,70,125,99,poison,fairy,555,1.4,30.1,poison / fairy
1017,ogerpon,Gen 9,12,398,275,80,120,84,60,96,110,grass,,550,1.2,39.8,grass
1018,archaludon,Gen 9,20,600,300,90,105,130,125,65,85,steel,dragon,600,2.0,60.0,steel / dragon
1019,hydrapple,Gen 9,18,930,270,106,80,110,120,80,44,grass,dragon,540,1.8,93.0,grass / dragon
1020,gouging-fire,Gen 9,35,5900,295,105,115,121,65,93,91,fire,dragon,590,3.5,590.0,fire / dragon
1021,raging-bolt,Gen 9,52,4800,295,125,73,91,137,89,75,electric,dragon,590,5.2,480.0,electric / dragon
1022,iron-boulder,Gen 9,15,1625,295,90,120,80,68,108,124,rock,psychic,590,1.5,162.5,rock / psychic
1023,iron-crown,Gen 9,16,1560,295,90,72,100,122,108,98,steel,psychic,590,1.6,156.0,steel / psychic
1024,terapagos,Gen 9,2,65,90,90,65,85,65,85,60,normal,,450,0.2,6.5,normal
1025,pecharunt,Gen 9,3,3,300,88,88,160,88,88,88,poison,ghost,600,0.3,0.3,poison / ghost
